Data_Import_Number__c,Name,Phone,Fax,Website,IRS_Status__c,LegalStatus__c,YearIncorporated__c,Active Status
54128057,Learning Collaborative Institute,619-678-1144 x 101,,https://www.learningcollaborativeinstitute.org/,501(c)(3),Nonprofit - Incorporated,1925,Active
81246720,Legacy Homes,,,,None or unknown,Commercial,,Active
73198110,Legacy Shelters,,,www.legacyshelters.org,501(c)(3),Nonprofit - Incorporated,2017,Inactive
7422249,Legal Aid Society - San Bernardino,,,www.legalaidofsb.org,501(c)(3),Nonprofit - Incorporated,1958,Active
86439226,Lemonade Counseling Services,,,https://www.theadecounseling.com/,501(c)(3),Nonprofit - Incorporated,,Active
57470910,Levy Community Services,760-596-0903,909-981-6201,,501(c)(3),Nonprofit - Incorporated,2015,Active
73496354,LGBTQ Community Center of the Desert,,,https://thecentercv.org/,501(c)(3),Nonprofit - Incorporated,1998,Active
73102751,Liberty Mens Restoration Ministry,,,https://www.libertymensranch.com/,501(c)(3),Faith-based,,Active
7422250,Libreria del Pueblo,,909-888-6507,https://www.libreriadelpueblo.info/home,501(c)(3),Nonprofit - Incorporated,,Active
7422660,Life Choice Pregnancy Center,,,www.sbpfrc.com,501(c)(3),Nonprofit - Incorporated,1973,Active
17211589,Life Community Development,,,www.lifecommunitydevelopment.org,501(c)(3),Nonprofit - Incorporated,2008,Active
8893752,Life Skills Awareness,,760-657-2408,www.lifeskillsawareness.org,501(c)(3),Nonprofit - Incorporated,2009,Active
74864535,Life Spring Assembly of God,,,www.lifespringonline.com/,501(c)(3),Faith-based,1964,Active
93710345,LifeskillsLink,,,https://www.lifeskillslink.com/,None or unknown,None or unknown,,Active
7422406,LifeStream,,,https://www.lstream.org/,501(c)(3),Nonprofit - Incorporated,,Active
7422925,Lifeway Church Ministries,,909-948-5598,www.lifewaychurchministries.org,None or unknown,Faith-based,,Active
73496038,Lighthouse Community Church - Survival Ministries,,,https://www.facebook.com/p/lighthouse-community-church-100064329953369/,501(c)(3),Faith-based,,Active
82247409,Lighthouse of Hope Foundation,,,https://www.lighthouseofhopeca.com/,501(c)(3),Faith-based,2020,Active
15518834,Lighthouse of Restoration,,,www.thelighthouseofrestoration.org,501(c)(3),Nonprofit - Incorporated,2011,Active
15267746,Lighthouse Social Service Centers,,951-963-1277,www.lighthouse-ssc.org,501(c)(3),Nonprofit - Incorporated,,Active
73496084,Lisa Axelrod MFT,760-218-0927,760-610-5026,,None or unknown,Commercial,,Active
73496250,Litehouse Children and Family Services,,909-987-9847,www.litehousecfs.org,501(c)(3),Nonprofit - Incorporated,2004,Active
93702952,Living Advantage Inc,,,https://www.livingadvantageinc.org/,501(c)(3),Nonprofit - Incorporated,,Active
73495918,Living Desert,,760-568-9685,www.livingdesert.org,501(c)(3),Nonprofit - Incorporated,1970,Active
55594862,Living Hope Church HD,,760-244-5659,https://lhchd.org/,501(c)(3),Faith-based,1955,Active
73496230,Living Shield Ministries,,,www.livingshield.org,501(c)(3),Faith-based,,Active
76476691,Living Waters Community Church,,,www.facebook.com/lwccavic/,None or unknown,Faith-based,,Active
93702969,Living Word Inland Empire,,,https://livingwordinlandempire.org/,501(c)(3),Nonprofit - Incorporated,,Active
93693669,Locked In CEA Inc,,,https://digiticoniq.com/lockedin/,501(c)(3),Nonprofit - Incorporated,,Active
7422732,Loma Linda Branch Library,,909-387-2288,www.sbclib.org/LibraryLocations/LomaLindaBranchLibrary.aspx,None or unknown,Government - County,,Inactive
24197566,Loma Linda University Behavioral Health,909-558-9275,,llubmc.org,501(c)(3),Nonprofit - Incorporated,,Active
7422544,Loma Linda University Health,,909-558-3527,www.lomalindahealth.org,501(c)(3),Faith-based,,Active
73501921,Lone Pine Community Living,,,,None or unknown,Commercial,2014,Active
73495919,Lord of Life Lutheran Church,,951-247-1938,www.lolmv.org,501(c)(3),Faith-based,,Inactive
7422705,Lord's Table,,760-245-7077,www.stjoanhd.org,501(c)(3),Faith-based,,Active
7422253,Loveland Church,,909-356-5684,www.lovelandchurch.org,501(c)(3),Faith-based,,Active
7422425,Lucerne Valley Unified School District,,760-248-6677,www.lucernevalleyusd.org,None or unknown,Special District,,Active
7422572,Lupus International,,,www.lupusinternational.com,501(c)(3),Nonprofit - Incorporated,1983,Inactive
7422523,Lupus Support Network,,,,501(c)(3),Nonprofit - Incorporated,2002,Active
7422257,Lutheran Braille Workers,,909-795-8970,www.LBWloveworks.org,501(c)(3),Faith-based,1965,Active
7422259,Lutheran Social Services of Southern California,760-365-7209,,www.lsssc.org,501(c)(3),Faith-based,1946,Active
73503253,Magnolia Center Church of Christ,,,www.magcenterchurch.com/media,501(c)(3),Faith-based,,Active
73496228,Magnolia Church,,,http://magonline.com,501(c)(3),Faith-based,,Active
73501902,Magnolia OB/GYN Clinic,,,magnoliaobgynclinic.com,None or unknown,Commercial,,Active
70076512,Magnolia Womens Medical Center,,951-351-1012,www.magnoliawmsctr.com,None or unknown,Private Practice,,Active
7422144,Make A Wish Foundation - Orange County and Inland Empire,,951-321-0125,www.ocie.wish.org,501(c)(3),Nonprofit - Incorporated,1983,Active
7422588,Making a Difference Association,,909-514-0410,www.madacarefarm.net,501(c)(3),Nonprofit - Incorporated,2007,Active
83208490,Making Hope Happen Foundation,,,https://makinghope.org/about-us/,501(c)(3),Nonprofit - Incorporated,1986,Active
80510141,Malcolms Heart,,,www.malcolmsheartinc.org,501(c)(3),Nonprofit - Incorporated,,Active
87503092,MALHY Community Outreach Protective Services,,,http://malhy.org,501(c)(3),None or unknown,,Active
73500623,Mamas House Ministries,760-406-3413,760-895-4419,www.themamashouse.org,501(c)(3),Nonprofit - Incorporated,2012,Active
73496347,Manna House,,,www.inlandvineyard.org,501(c)(3),Faith-based,,Active
73500426,Manna Ministries,,,http://www.mannaministriesriverside.com/index.html,501(c)(3),Faith-based,,Active
73496331,Marchex,,,www.marchex.com,Commercial,Commercial,2005,Active
19943434,Marijuana Anonymous World Services,,,www.marijuana-anonymous.org,501(c)(3),Nonprofit - Incorporated,1989,Active
73496214,Marine Toys for Tots Foundation,,,www.toysfortots.org,501(c)(3),Nonprofit - Incorporated,,Active
73502330,Marsell Consulting and Mental Health Services,,,www.marsellconsulting.com,None or unknown,Private Practice,,Active
73495920,Marthas Village and Kitchen,,760-347-9551,https://marthasvillage.org/,501(c)(3),Nonprofit - Incorporated,1990,Active
73496013,Mary S Roberts Pet Adoption Center,951-729-6617,951-359-6417,www.petsadoption.org,501(c)(3),Nonprofit - Incorporated,1929,Active
7422247,Marys Mercy Center,,909-386-7704,www.marysmercycenter.org,501(c)(3),Nonprofit - Incorporated,1987,Active
73495921,Marys Shelter,,,https://www.maryspath.org/,501(c)(3),Nonprofit - Incorporated,1987,Active
93700541,Mayfield College,,,http://www.mayfieldcollege.edu/,Commercial,None or unknown,,Active
7422258,McKinley Childrens Center,,909-592-3841,www.mckinleycc.org,501(c)(3),Nonprofit - Incorporated,,Active
87216465,MDPoint Community Clinic,,,https://mdpointclinic.org/,501(c)(3),Nonprofit - Incorporated,,Active
7422830,Meals On Wheels - Montclair,,,No website provided by agency,501(c)(3),Nonprofit - Incorporated,,Active
7422618,Meals On Wheels - Redlands,209-777-2747,,mealsonwheelsamerica.org,501(c)(3),Nonprofit - Incorporated,1970,Active
72082759,Meals on Wheels - Riverside,,,www.riversidemealsonwheels.org,501(c)(3),Nonprofit - Incorporated,,Active
7422785,Meals On Wheels - Upland,,,https://uplandmealsonwheels.org/,501(c)(3),Nonprofit - Incorporated,,Active
93702134,Mecca Family and Farmworkers Service Center,,,rccfc.org,None or unknown,Government - County,,Active
73501910,Medicare Information Center,,951-602-7400,https://theinsuranceprofessor.net/,None or unknown,Commercial,,Active
73496299,Meeting Seniors Needs Hotline,,855-438-3765,www.msnhglobal.org,501(c)(3),Nonprofit - Incorporated,2009,Active
73495922,Menifee Union School District,,951-672-1385,www.menifeeusd.org,None or unknown,Special District,,Active
73495923,Menifee Valley Chamber of Commerce,,951-672-4022,www.menifeevalleychamber.com,501(c)(3),Membership,1993,Active
73495924,Menifee Valley Community Cupboard,,,www.mvcupboard.org,501(c)(3),Nonprofit - Incorporated,1998,Active
73502475,Mental Health Association of San Francisco,,415-421-2928,https://www.mentalhealthsf.org/,501(c)(3),Nonprofit - Incorporated,,Active
73500321,Mental Health Hookup,,661-505-7497,www.mentalhealthhookup.org,501(c)(3),Nonprofit - Incorporated,2018,Active
7422622,Mentone Senior Center and Library,,,https://sbclib.org/library-locations/mentone-senior-center-and-library/,None or unknown,Government - County,,Active
7422367,Mercy House,909-460-6768,714-836-7901,www.mercyhouse.net,501(c)(3),Nonprofit - Incorporated,1988,Inactive
70037088,Meridian Urgent Care,760-242-7707,,www.meridianurgentcare.net,None or unknown,Commercial,,Active
73495928,Metcalf Recovery Ranch,,760-922-6717,https://www.varpinc.org/,501(c)(3),Nonprofit - Incorporated,1979,Active
7422842,Metrolink,866-640-5190,213-452-0429,www.metrolinktrains.com,None or unknown,Government,,Active
7422863,Metropolitan Family Medical Clinics,,909-350-8725,http://metro-clinic.net/metclinic/,None or unknown,Commercial,,Active
7422321,Mexican American Opportunity Foundation,,,www.maof.org,501(c)(3),Nonprofit - Incorporated,,Active
73495983,MFI Recovery Center,,,www.mfirecovery.com,501(c)(3),Nonprofit - Incorporated,1972,Active
73502369,Michael Street Room and Board,,,https://michael-street-room-and-board.business.site/,None or unknown,Coalition,2017,Active
73495931,Michaels House,760-459-6103,,www.michaelshouse.com,None or unknown,Commercial,,Active
7422881,Michelles Place Cancer Resource Center,,951-699-3631,www.michellesplace.org,501(c)(3),Nonprofit - Incorporated,2001,Active
71668281,Mil Mujeres Legal Services,,,www.milmujeres.org,501(c)(3),Nonprofit - Incorporated,2007,Active
73502406,MilVet,,,www.milvet.org,501(c)(3),Nonprofit - Incorporated,2016,Active
73501358,Ministerio Juda,951-479-2167,951-742-5764,www.ministeriosjuda.org,501(c)(3),Faith-based,2013,Active
73496225,Mission Care Center,,951-688-7659,www.missioncarecenter.com,None or unknown,Commercial,,Active
67356132,Mission City Community Network Clinics,,,www.mccn.org,501(c)(3),Nonprofit - Incorporated,1990,Active
73495998,Mission Of Hope,,,www.missionhope.com,501(c)(3),Faith-based,2006,Active
73495932,Mizell Center of Palm Springs,,760-320-9373,www.mizell.org,501(c)(3),Nonprofit - Incorporated,,Active
7422379,Mojave Valley United Way,,,https://mvuw.org/,501(c)(3),Nonprofit - Incorporated,1969,Active
15267727,Molding Hearts Foundation,,,https://moldinghearts.org/,501(c)(3),Nonprofit - Incorporated,,Active
56192224,Molina Healthcare,855-322-4075,909-890-4403,www.molinahealthcare.com,Commercial,Commercial,1980,Active
7422617,Mom and Dad Project,,909-878-8279,momanddadproject.com,501(c)(3),Nonprofit - Incorporated,1997,Active
70076429,Mommy and Me Medical Group,951-943-8899,,www.mommyandmeclinics.com,None or unknown,Commercial,,Active
7422734,Montclair Branch Library,,,http://www.sbclib.org,None or unknown,Government - County,,Active
86546553,Montclair First UMC,,,https://www.montclairfirstunitedmethodistchurch.com/,501(c)(3),Faith-based,,Active
70076269,Montclair Holt Medical Center,,909-603-9008,www.holtmedctr.com,None or unknown,Commercial,,Active
7422877,Montclair Hospital Medical Center,,,www.montclair-hospital.org,501(c)(3),Commercial,1973,Active
73495933,Moreno Valley Chamber of Commerce,,951-697-0995,www.movalchamber.org,501(c)(3),Membership,1988,Active
93702909,Moreno Valley College,951-888-1312,,https://www.mvc.edu/,None or unknown,Special District,,Active
74847418,Moreno Valley Seventh-day Adventist Church,,,www.morenosda.org,501(c)(3),Faith-based,,Active
73495939,Moreno Valley Unified School District,,951-571-7550,www.mvusd.net,None or unknown,Special District,,Active
70054726,Moreno Valley Urgent Care Clinic,,,www.morenovalleyurgentcareclinic.com,None or unknown,Commercial,,Active
79335544,Morongo Basin ARCH,,,https://morongobasinarch.org/,501(c)(3),Nonprofit - Incorporated,2008,Active
57757480,Morongo Basin Healthcare District,760-820-9229,,https://mbhdistrict.org/,None or unknown,Nonprofit - Incorporated,,Active
7422279,Morongo Basin Unity Home,,760-366-2643,www.unityhome.org,501(c)(3),Nonprofit - Incorporated,1986,Active
73496348,Morongo Tribal TANF,,951-755-5036,https://morongonation.org/morongo-tribal-tanf/,None or unknown,Tribal,,Active
7422426,Morongo Unified School District,,760-367-7189,https://www.morongousd.com,None or unknown,Special District,,Active
7422883,Morongo Valley Community Services District,,,morongocsd.specialdistrict.org,None or unknown,Government,1958,Active
7422419,Moses House Ministries,,,www.moseshouse.org,501(c)(3),Nonprofit - Incorporated,,Active
7422147,Mothers Against Drunk Driving,,,www.madd.org,501(c)(3),Nonprofit - Incorporated,,Active
8894404,Mountain Area Regional Transit Authority,,,www.mountaintransit.org,None or unknown,Commercial,,Active
7422280,Mountain Communities Boys & Girls Club,,909-338-3949,www.mcbgc.org,None or unknown,Nonprofit - Incorporated,,Active
10298142,Mountain Counseling and Training,,909-801-2117,www.mountaincounseling.org,501(c)(3),Nonprofit - Incorporated,2011,Active
73496293,Mountain Disaster Preparedness,,,www.mdpidyllwild.org,501(c)(3),Nonprofit - Incorporated,1989,Active
94516955,Mountain Homeless Coalition,,,http://mountainhomelesscoalition.com/,501(c)(3),Nonprofit - Unincorporated,2017,Active
50945095,Mountain Pregnancy Center,,,www.mtnpregnancy.org,501(c)(3),Nonprofit - Incorporated,2015,Active
7422281,Mountain View Family Development,,,www.mviewcc.org,501(c)(3),Faith-based,,Active
7422427,Mountain View School District,,909-947-2291,https://www.mtnview.k12.ca.us/,None or unknown,Special District,,Active
7422549,Mountains Community Hospital,,909-336-5751,www.mchcares.com,None or unknown,Commercial,1951,Active
62556295,Mourning Sun Childrens Foundation,,,www.mourningsunchildren.org,501(c)(3),Nonprofit - Incorporated,2007,Active
73501020,Movement Church,,951-243-1197,www.movementchurch.online,501(c)(3),Faith-based,1987,Active
90677465,Mrs B's Table,,,http://mrsbtable.org,501(c)(3),Nonprofit - Incorporated,,Active
73500971,Mt Calvary Missionary Baptist Church,951-781-0443,,www.mtcalvarymbc34.com,501(c)(3),Faith-based,1965,Inactive
73500464,Mt Rubidoux Seventh-Day Adventist Church,,951-274-2514,www.mtrubidouxsda.org,501(c)(3),Faith-based,,Active
73495942,Mt San Jacinto Community College,,,www.msjc.edu,None or unknown,Government - State,,Active
74725242,Mt Zion Church of Ontario,,,www.mtzionontario.com,None or unknown,Faith-based,,Inactive
80021874,Multi Cultural Dance Center,,,https://mcdchesperia.wixsite.com/mcdc/home,Commercial,Commercial,,Active
73495943,Murrieta Senior Center,,,www.murrietaca.gov/Facilities/Facility/Details/Senior-Center-7,None or unknown,Government - City,,Inactive
73496349,Murrieta United Methodist Church,,,www.murrietaumc.org/,501(c)(3),Faith-based,,Active
73495949,Murrieta Valley Unified School District,,951-696-1641,www.murrieta.k12.ca.us,None or unknown,Special District,,Active
73495948,Murrieta Wildomar Chamber of Commerce,,951-677-9976,www.mwcoc.org,Registered charity,Membership,1915,Active
7422986,Music Changing Lives,,,www.musicchanginglives.org,501(c)(3),Nonprofit - Incorporated,2003,Active
73502442,Muslim Family Foundation,,,www.muslimfamilyfoundation.org,501(c)(3),Nonprofit - Incorporated,,Active
93702927,My City Youth Center,,,https://www.mycityyouthcenter.com/,501(c)(3),Nonprofit - Incorporated,,Active
70080562,My Family and Me Primary Care - Sunnymead,,951-601-9302,,None or unknown,Commercial,,Active
73496327,My Learning Studio Outreach,,,www.mylearningstudio.org,501(c)(3),Nonprofit - Incorporated,2008,Active
7422150,Narcotics Anonymous,818-773-9999 x 133,,www.na.org,501(c)(3),Nonprofit - Incorporated,,Active
73500729,Narrow Door,,,www.thenarrowdoor.org,501(c)(3),Faith-based,2009,Active
73495950,National Active and Retired Federal Employees Association,,,www.csfcnarfe.org,501(c)(3),Nonprofit - Incorporated,1921,Active
73496066,National Alliance on Mental Illness - California,,703-524-9094,https://namica.org/,501(c)(3),Nonprofit - Incorporated,1980,Active
66411623,National Alliance on Mental Illness - Inland Valley,,,www.namiinlandvalley.org,501(c)(3),Nonprofit - Incorporated,2017,Inactive
7422653,National Alliance on Mental Illness - Pomona Valley,,,www.namipv.org,501(c)(3),Nonprofit - Incorporated,1989,Active
7422128,National Association for Shoplifting Prevention,,631-923-2743,www.shopliftingprevention.org,501(c)(3),Nonprofit - Incorporated,,Active
7422151,National Association for the Advancement of Colored People,,,http://www.naacp-pv.org,501(c)(3),Nonprofit - Incorporated,,Active
93702941,National Center for Youth Law,,,https://youthlaw.org/,501(c)(3),Nonprofit - Incorporated,1971,Active
7422520,National Community Renaissance of California,,909-483-2448,www.nationalcore.org,501(c)(3),Nonprofit - Incorporated,1986,Active
20501708,National Consumer League,,202-835-0747,www.nclnet.org,501(c)(3),Nonprofit - Incorporated,1899,Active
7422091,National Federation of the Blind of California,909-829-1466,,www.nfbcal.org,501(c)(3),Nonprofit - Incorporated,1980,Active
73496205,National Guard Youth Challenge,,,www.theburst.org,None or unknown,Government - State,1998,Active
24322624,"National Heart, Lung, and Blood Institute",,,www.nhlbi.nih.gov,501(c)(3),Nonprofit - Incorporated,,Active
7422699,National Institute for Jewish Hospice,,,https://nijh.org/,501(c)(3),Nonprofit - Incorporated,1985,Active
7422098,National Library of Medicine,301-594-5983,,www.nlm.nih.gov,None or unknown,Government - Federal,,Active
73496058,National Library Service for the Blind and Print Disabled,,202-707-0712,www.loc.gov/nls,None or unknown,Government - Federal,,Active
7422155,National Organization for the Reform of Marijuana Laws,415-563-5858,202-483-0057,www.norml.org,501(c)(3),Nonprofit - Incorporated,1998,Active
7422062,National Organization of Social Security Claimants Representatives,,845-517-2277,www.nosscr.org,501(c)(3),Nonprofit - Incorporated,1979,Active
7422951,National Park Services,,760-367-6392,www.nps.gov/jotr/index.htm,None or unknown,Government - Federal,,Active
7422158,National Recreation and Park Association,,703-858-0794,www.nrpa.org,501(c)(3),Nonprofit - Incorporated,1926,Active
73496163,National Rehabilitation Information Center,,301-459-4263,www.naric.com,None or unknown,Government,,Active
73503233,National Veterans Chamber of Commerce,,,www.vccsd.org,501(c)(3),Nonprofit - Incorporated,2017,Active
73854959,Nations Finest,,,www.nationsfinest.org,501(c)(3),Nonprofit - Incorporated,,Active
7422423,Native American Resource Center,,,www.rsbcihi.org,501(c)(3),Nonprofit - Incorporated,1968,Active
7422681,Naval Hospital Camp Pendleton,,,www.med.navy.mil,None or unknown,Government,,Active
9032622,Needles Area Transit,,,https://cityofneedles.com/transit/,None or unknown,Commercial,,Active
69372404,Needles Church of Christ,,,www.needleschurchofchrist.com,None or unknown,Faith-based,,Active
7422979,Needles Regional Museum,,,www.needlesregionalmuseum.org,501(c)(3),Nonprofit - Incorporated,2002,Active
7422430,Needles Unified School District,,760-326-4935,www.needlesusd.org,None or unknown,Special District,1903,Active
73500641,Neighborhood Healthcare,760-737-6901,760-737-2024,www.nhcare.org,501(c)(3),Nonprofit - Incorporated,1973,Active
7422262,Neighborhood Housing Services of the Inland Empire,,909-884-8899,www.nhsie.org,501(c)(3),Nonprofit - Incorporated,,Active
7422392,Neighborhood Partnership Housing Services,,909-467-0120,www.nphsinc.org,501(c)(3),Nonprofit - Incorporated,1991,Active
12477954,Neighborhood Vineyard Church,,,https://nvcfamily.org/food-pantry/,501(c)(3),Faith-based,2012,Active
73495972,Neuro Vitality Center,,760-325-8026,www.neurovitalitycenter.org,501(c)(3),Nonprofit - Incorporated,1978,Active
73060433,New Beginnings and New Hope,,,www.drlacox.com,501(c)(3),Nonprofit - Incorporated,2015,Active
7423023,New Beginnings United Methodist Church,,,www.nbie.org,None or unknown,Faith-based,1971,Active
33228784,New Creation Behavioral Healthcare Foundation,,,http://hishouserehab.com/,501(c)(3),Faith-based,2013,Active
14292120,New Day Recovery Center,909-517-2020,909-355-9966,www.newdaycenters.org,501(c)(3),Nonprofit - Incorporated,,Active
94515609,New Foundation In Christ,909-923-1193,,,501(c)(3),Nonprofit - Incorporated,2001,Active
7422263,New Hope Village,,760-818-4446,www.newhopevillageinc.org,501(c)(3),Nonprofit - Incorporated,2001,Active
73503015,New Leaf Child & Family Counseling,,760-858-1700,www.newleafcv.com,Commercial,Commercial,2018,Active
18119085,New Life Chapel,,,www.newlifechapel.com,501(c)(3),Faith-based,,Active
66411081,New Life Christian Mens Home,,,www.crestlinenewlifeag.com,501(c)(3),Faith-based,1964,Active
69332484,New Life Church of the Nazarene,,,www.phelannewlife.org,None or unknown,Faith-based,,Inactive
7422361,Newberry Springs Service Association,,,,501(c)(3),Nonprofit - Incorporated,1978,Active
20584746,News Section,,,No website provided by agency,501(c)(3),Nonprofit - Incorporated,,Inactive
7422597,Nightlight Christian Adoptions,,714-693-5438,www.nightlight.org,501(c)(3),Nonprofit - Incorporated,,Active
91449149,No Drugs America,,,https://nodrugsamerica.org/,None or unknown,None or unknown,,Inactive
84378998,No FEAR,,,,501(c)(3),Nonprofit - Incorporated,,Active
7422265,Northtown Housing Development,909-552-5842,,northtownhousing.com,501(c)(3),Nonprofit - Incorporated,,Active
73495960,Northwest Mosquito and Vector Control District,,951-340-2515,www.northwestmvcd.org,None or unknown,Special District,,Active
73495962,Novell & Novell Counseling Services,,951-695-6215,www.novellcounseling.org,None or unknown,Commercial,1990,Active
93636189,NPower,,,https://www.npower.org/apply/it-support-specialist/,501(c)(3),Nonprofit - Incorporated,,Active
71253104,Nuevo Amanecer Latino Childrens Services,323-837-2126,,https://nalcs.org/nalcs-offices/,501(c)(3),Nonprofit - Incorporated,1994,Active
73495963,Nuview Union School District,,951-602-7522,https://www.nuviewusd.org/,None or unknown,Special District,,Active
73495964,Oak Grove Center,,951-698-0461,www.oakgrovecenter.org,501(c)(3),Nonprofit - Incorporated,,Active
73502232,Oasis Community Church,,,www.oasischurchmv.com,None or unknown,Faith-based,,Active
7422496,Office of Senate District 29 Eloise G=mez Reyes,,,https://sd29.senate.ca.gov/,None or unknown,Government - State,,Active
59482239,Olive Branch Development and Empowerment Services,,,https://theolivebranchdevelopmentandempowerment.org/,501(c)(3),Nonprofit - Incorporated,2015,Active
7422267,Olive Crest,,951-686-8565,www.olivecrest.org,501(c)(3),Nonprofit - Incorporated,,Active
7422404,Omnitrans,,909-379-7105,www.omnitrans.org,None or unknown,Commercial,,Active
59830743,On The Rise,,,www.ontheriseinc.com,501(c)(3),Nonprofit - Incorporated,2015,Active
69721609,One Space LLC,,,Onespacellc.us,Commercial,Commercial,,Active
73502200,OneSight Foundation,,,https://onesight.org/get-help,501(c)(3),Nonprofit - Incorporated,,Active
76477041,Ontario Christian Center,,,www.ontariochristiancenter.org,None or unknown,Faith-based,,Active
7422981,Ontario Museum of History and Art,,,www.ontariomuseum.org,501(c)(3),Nonprofit - Incorporated,,Active
7422431,Ontario-Montclair School District,,909-459-2542,www.omsd.net,None or unknown,Special District,,Active
7422373,OPARC,,909-985-8579,www.oparc.org,501(c)(3),Nonprofit - Incorporated,1950,Active
7423044,Operation Grace,,,www.operationgrace.org,501(c)(3),Faith-based,1993,Active
55845557,Operation Hope,,,www.operationhope.org,501(c)(3),Nonprofit - Incorporated,1992,Active
7423042,Operation New Hope,909-527-3894,909-527-3876,www.onhcares.org,501(c)(3),Nonprofit - Incorporated,1981,Active
7422374,Operation Provider,,,www.operationprovider.org,501(c)(3),Nonprofit - Incorporated,,Inactive
7422853,Operation SafeHouse,760-343-3211 x 0,951-351-8165,www.operationsafehouse.org,501(c)(3),Nonprofit - Incorporated,,Active
7422621,Opossum Love,909-501-6144,,https://www.facebook.com/4OpossumLove,501(c)(3),Nonprofit - Incorporated,,Active
7422375,Option House,,909-889-7312,www.optionhouseinc.com,501(c)(3),Nonprofit - Incorporated,1977,Active
26878051,Options for All,909-835-9229,,optionsforall.org,501(c)(3),Nonprofit - Incorporated,,Active
21580153,Options for Pregnancy,,,www.optionsforpregnancy.com,501(c)(3),Nonprofit - Incorporated,,Active
70080194,Optum,,,https://bmg.optum.com/,None or unknown,Commercial,,Active
18672465,Orenda Veterans Project,,,www.orendavets.org,501(c)(3),Nonprofit - Incorporated,2020,Active
7422432,Oro Grande School District,,,www.orogrande.net,None or unknown,Special District,,Active
7422490,Our Lady of Hope Catholic Church,,909-884-8976,www.facebook.com/ladyofhope.sanbernardino,501(c)(3),Faith-based,2006,Active
70946171,Our Lady of Lourdes Catholic Church,,909-626-0562,http://www.ollmontclair.org/,None or unknown,Faith-based,,Active
69572454,Our Lady of Mount Carmel,,909-987-3818,www.sbdiocese.org/parishes/parish.cfm?id=17347,None or unknown,Faith-based,,Active
73495965,Our Lady of Perpetual Help,,951-689-3619,www.olphriverside.org,None or unknown,Faith-based,,Active
69952272,Our Lady of the Assumption Catholic Church,,,www.olasanbernardino.org,None or unknown,Faith-based,,Active
7422268,Our Lady of the Desert Catholic Church,760 242-5544,760-242-1195,oldccav.org,501(c)(3),Faith-based,,Active
73502228,Our Lady Of The Valley Catholic Church,,951-929-8009,olvhemet.org,None or unknown,Faith-based,,Active
26786303,Our Military Kids,,703-734-6503,ourmilitarykids.org,501(c)(3),Nonprofit - Incorporated,2015,Active
7423034,Outreach Nation Clinic,,909-292-4532,outreachnationclinic.org,501(c)(3),Nonprofit - Incorporated,,Active
7422161,Outward Bound California,,,www.outwardboundcalifornia.org,501(c)(3),Nonprofit - Incorporated,2009,Active
53793703,P Luvz Helping Hands Foundation,,,www.p-luvz.org,501(c)(3),Nonprofit - Incorporated,,Active
7422386,Pacific Clinics,,760-228-1303,www.pacificclinics.org,501(c)(3),Nonprofit - Incorporated,,Active
13289852,Pacific Clinics,909-781-1003,909-266-2710,www.upliftfs.org,501(c)(3),Nonprofit - Incorporated,,Active
73495912,Pacific Grove Hospital,951-261-8300,951-786-0293,www.pacificgrovehospital.com,None or unknown,Commercial,,Active
7422269,Pacific Lifeline,,909-931-2631,www.pacific-lifeline.org,501(c)(3),Nonprofit - Incorporated,1959,Active
86421435,Pair Team Medical Group of California,,888-605-4036,pairteam.com,None or unknown,None or unknown,2019,Active
73495966,Palm Desert Area Chamber of Commerce,,,www.pdacc.org,Registered charity,Nonprofit - Incorporated,1972,Active
73495974,Palm Desert Counseling,,,http://myhoa.com/deborahmeints/,None or unknown,Commercial,,Active
73501216,Palm Desert Housing Authority,,,www.pdhousingauthority.org,None or unknown,Government - City,1998,Active
73495973,Palm Springs Unified School District,,760-416-6075,www.psusd.us,501(a),Special District,,Active
44620463,Palo Verde College,,,www.paloverde.edu,None or unknown,Special District,,Active
73495975,Palo Verde Healthcare District,,760-921-5263,www.paloverdehospital.org/,501(c)(3),Nonprofit - Incorporated,,Active
92351642,Palo Verde River Consortium,760-921-5426,,tinyurl.com/gedpvc,None or unknown,Special District,,Active
73495977,Palo Verde Unified School District,,760-922-5942,www.pvusd-bly.k12.ca.us,None or unknown,Special District,,Active
73496143,Palo Verde Valley District Library,,,www.blythelibrary.org,None or unknown,Government - County,,Active
73495866,Palo Verde Valley Transit Agency,760-922-4900,760-922-0491,www.pvvta.com,Commercial,Commercial,,Active
51265231,Parent Institute for Quality Education,626-755-4715,,www.piqe.org,501(c)(3),Nonprofit - Incorporated,,Active
7422449,Parent of Murdered Children - Greater San Bernardino/Riverside Area,,,www.pomc.com,501(c)(3),Nonprofit - Incorporated,,Active
73496201,Parent Project,,,www.parentproject.com,501(c)(3),Commercial,1997,Active
79140835,Parents at a Loss Foundation,,,www.parentsatalossfoundation.org,501(c)(3),Nonprofit - Incorporated,2017,Active
7422452,"Parents, Families & Friends of Lesbians & Gays",951-500-6904,,www.pflag.org,501(c)(3),Nonprofit - Incorporated,1994,Active
7423027,ParentzatWork,,,www.parentzatwork.org,501(c)(3),Nonprofit - Incorporated,2011,Active
73495978,Parkinson's Resource Organization,,,www.parkinsonsresource.org,501(c)(3),Nonprofit - Incorporated,1990,Active
